"name","text"
"Antonius Raharjo","❤️ love Merapi. Semoga selalu ' mandali' . Amin
Dari lereng tenggara.km 22"
"anik satria dewi","Pengalaman yang tak pernah terlupakan , menyusuri lereng gunung menggunakan jeep"
"Dadang Juanda","Its a great view for sun shine, you should early morning to see that, and also many place for take a photograph."
"Piniel Hasibuan","A good getaway place from busy urban lives"
"Arik Isnaini","Gunung merapi adalah gunung teraktif diIndonesia letusan terakhir tanggal 10 Maret 2014"
"cantik manis18","Bagus"
"Annisa S","Breathtaking view! Beautiful indonesia"
"david marta kusuma","Tempat cari inspirasi 😁😁"
"Anggie wld","Salah satu gunung favorit nih, di gunung ini juga terasa banget yang namanya air itu sangat berharga"
"Ibu Djang","Saya lahir dan besar di lereng Merapi, jadi selalu kangen dengan gunung ini bila saya pergi merantau."
"Raditya Adi Sindhunatha","Pemandangannya indah sekali"
"reey Ant","Perjalanan 5-6 jam. Gunung slamet keliatan dr sini. Pulangnya ketemu monyet..🙉🙊"
"Wawan DP","Penasaran dengan pasar bubrah..., ternyata hamparan pasir yang luas dengan anginnya yg kencang....,"
"Muhammad Wildan Ashari","Fenomena alam yg menakjubkan, dapat dijangkau dengan jeep, penduduk ramah"
"pengen tauadja","gunung yang indah , main trabas bareng komunitas trail setampat asyik"
"Hasim Hamid","Itu pentas digunung merapi pos 2"
"Ari","Salah satu tempat terbaik untuk melihat sunrise sambil menikmati kopi"
"andea","😍"
"CAH KARANGANYAR","Mantap jiwa pemandangannya mantull"
"Muhammad Taufik","Waktu masih kuliah pernah mendaki sampai puncak..."
"Dea Aji","Aji"
"Muhamad Rifky","Karena tempat ini mistis karena kata orang orang di lereng merapi ada pasar bubrah/pasar setan"
"Siti Asiyah","raish-123

raih-2023"
"Muhamad Riswanto","Hawa sejuk air hanghat kuliner beragam dan murah meriah"
"Cycling to God","Maa syaa Allah gunung yg Indah..  Walau gunung di atas berpasir.   Tpi keren"
"Annisa Az Zahra","Merapi memang lagi erupsi jadi kalian yang mau dateng ke sini hati hati ya...
Aku pernah ke sini, emang bagus kok."
"Jepe Aja","Beautiful"
"Galang Ganteng","Bagus sekali pemandangan nya"
"Maulina Puspita Rini","Gunung Merapi dari arah Selo...
Uapikkk bangett..."
"Retno Vinsi","Kamu sudah buat aku ketagihan naik gunung ☺"
"Slamet Sri","Bagus sekali"
"Kaka Schatzii","terakhir mendaki tahun 2017"
"Ibu Ugik","💯👍🇲🇨"
"Yanti Tia Hana Simatupang","Pemandangannya sangat bagus sekali, walaupun suasana disana dingin"
"redmi A","Bagus banget"
"Yuyung r chanel","Selalu siaga"
"Andiy !!!","Gunung yang cukup banyak pendakinya"
"ely siamsih","Bagusssss....kapan kapan nanti muncak lagi bareng suami..."
"John Case","A good place to come if you are looking for honest work mining sulfer and hauling it back to the factory."
"Hardanta Putra","Great Mountain"
"Vikri Azhari","Gunung di jawa tengah yg masih aktif"
"Wahyu Kristiyanto","i ever touring with my motorcycle. via selo to magelang. good place."
"Helga Oktora","Sangat bagus sekali dan besar."
"Dian Prasetyo Aji","Salah satu gunung berapi di indonesia. Sayangnya blum kesampaian naik kesini😢"
"Muhammad Hafizh Aziztian","Pernah main kesana, naik mobil jeep"
"supar yanto","Tempat yg sejuk ,subur ,seger air nya."
"Sendi Patryjar","gunung yang selalu bikin rindu"
"wanto axl","mantap jiwa"
"Mahon Nicklin","This mountain gets 2.3. There's no ice creams and the landscape needs work."
"Gerald Kevin","bagus dan baik dan perlu update terus aplikasinya"
"Aqmarina Rasika","i saw merapi from the village of mbah marijan"
"Pramana Handryan","Bagus banget gunung merapi."
"Bayu Blick","Medan tempuh sangat ekstrim, tapi keren banget sensasi saat di atas..."
"Sebastian","Keren banget"
"Ega Baskara","Tempat yang cocok untuk orang yang suka pendakian gunung"
"Desta Afifah","Cuman sampai Pasar Bubrah sih. Viewnya bagus banget subhanallah😍"
"Alifya Zasmine","Karena ini harus aku kasih bintang lima"
"Novi Yanti","Gunung Merapi akan meletus level 3siaga"
"Maximilianus Pramudya Krisna Murti","cool place to hike but unfortunately its closed, but the view of this mountain is also stunning"
"Eduardo Amoz","😊😊😊"
"Sopir Hampir Soleh","Merapi hari ini,batuk sedikit tp infonya masih aman.bukan meletus."
"Adi Gutawa","Alamdulillah, masih bisa menikmati secara langsung puncak garuda"
"BMA2 Channel","Dini hari meletus Minggu 17 Januari 2021"
"Sura Mendhol","Gunung api aktif yang recommended untuk pendaki pemula"
"Chan William","G. Merapi from far....."
"Ralf Rexer","Took the Lavatour by Jeep
One of the Places in Indonesia without horrible
Price incrase for Tourists from Abroad...."
"SAM Project","Pemandangan dipagi hari sangatlah indah"
"Arifin_ Za","dari desa lencoh"
"Misbahul Jannah (Uul)","Pesan merapi!!!"
"Cecilia Putri","Tempatnya lega,perjalanannya rame,yang mau ke sini harus bawa masker"
"Dani Pratiwi","Beautiful Merapi❤️"
"rajesh sharma","Great views. But very saddening exhibition of the destruction caused back in time. Must visit."
"yunus muchtalis","Wisata semacam outbond petualangan"
"Hwan Tessier","Growing up watching Merapi volcanic mountain spewing the red lava from my aunt second floor balcony."
"Puglover 16","I haven’t been to Merapi but I’m doing it for a school report and I think it’s history is amazing!"
"Ade Jaya S","Seru sih walopun naik Jeep nya lumayan mahal hehe"
"Mulati Yati","Pertama kali saya melihat gunung
Saya €£₩£♡♡♡♡🤔🤔🤔"
"Muamalah Chick","Gunung dengan medan yg curam, terjal, berbatu dan berpasir ⛰️"
"abbas abbis","salah satu gunung api teraktif didunia"
"Adhiyantri Kurniantyas","Pemandangannya sangat bagus"
"Sigit Budi","Gunung Teraktif se Pulau Jawa."
"ervin oi solo","Salah satu destinasi mendaki gunung terpopuler di jawa tengah"
"Muhammad Yusuf fadillah","Kenangan men wkwk"
"Aan Kurniawan","Pemandangannya indah sekali, tapi siang panas sekali!"
"Nan Toro","Tregalek LG Otw mas""e"
"Catematic","Very historical mountain nice place."
"Eko Prasetyo","Status Waspada sejak tanggal 21 Mei 2018 sampai sekarang"
"Christover Ys","Pandangan yg sangat indah."
"Ari Susanto","Tempat yang keren, semoga cepat buka jalur pedakian"
"Mas Eko","Menguji adrenalin"
"Tjatoer Prast","Seminggu di kakimu @kaliurang"
"Ardi Widodo","Gunung Merapi yang aktif sepanjang masa."
"Bromo East Java Travel","One of an antive volcano in Java Island, Indonesia."
"R Y","Wisata alam. Naek jeep lava tour."
"kupat cilik","Kayanya cuma di merapi ya ,dapet sinyal 4g d puncak,"
"Yamanda Saka Buana","Merapi yang tak pernah ingkar janji"
"Mudzakir 5758","Gunung paling ganas di jawa tengah menelan banyak korban"
"Abi Turiman ngaPak","Semoga kembali normal"
"Suharto Bergas","Pemandaan idah sekali 🌋🌋🌋😍😍"
"Cornelius Sugito","Dengan adanya G. Merapi erupsi freatik semua akses ke Merapi ditutup"
"Bima Sulkhanna","Watch out u step haha. the best mountain I've ever climbed"
"Amanda Octavia","Dingin, cantik pemandangannya"
"Nuri Afifah","Pemandangan nya bagus banget 👍👍👍👍👍👍👍"
"Ayuni 6797","sangat bagus tapi ketinggian nya hanya 30cm saja"
"Prasetyo Ferry Kurniawan","Active volcano with beautiful view and good for climbing and tracking here"
"Waryono BRILink","Gunung berapi yang paling aktif di Indonesia"
"Musuk Timur","Belim pernah sampe puncak pasca erupsi 2010"
"cep haris","Seru dan menarik"
"Sugeng Raharja","Indah dan penuh sejarah"
"Jasir Alansory","My trip my adventure"
"Ocko Aries","Joss.. Top.. Markotop...!!"
"Fajar Tripamungkas","Pemandangan yg terlihat tiap keluar dari rumah.."
"Susilo Adhi Romadhon","Tempat nya bagus,biasanya Buat seport foto"
"Ahmad Soleh Chamdani (Cak Mad)","Semoga bisa membuat kita bisa lebih mawas diri 🤲🏻🤲🏻🤲🏻🙏🏻❤️🇮🇩"
"Aria Nova","Bagus"
"Enrile Indro","Scenic view.."
"rizal reptile","Lereng gunung sangat subur karena ini gunung berapi yang aktif"
"pichinas boldiz","Sorry for the first one to the new York city of London and the kids"
"DENBEI AMBYAR","Aktif nya Merapi menjadikan tanah subur"
"Riko Cahya","Gunung yang menyimpan berjuta misteri yang menarik untuk ditelusuri"
"Iskandar Zkn","Merapi tak pernah ingkar janji"
"Shofikhul a","Sangat bagus pesona Indonesia
Yang  ada di merapi"
"Aan Kristanto Nugroho","Salah satu gunung berapi teraktif di dunia"
"Defi Gita","Karena jika terjadi gempa bumi sangatlah dahsyat!"
"Priyanto Mitsubishi FUSO","Very clean and the people is nice"
"Nurcholis Ahmad","Rindu Merapi, Segeralah tenang agar ku bisa mengunjungimu kawan"
"Nia Insan Karimah","wahhhh........bagus banget pemandangannya"
"Slamming Brutal","❤️"
"R.A.Y AWW","gunung yg sangat indah bikin mata kagum"
"Jumadi","Bagus pemandangannya"
"Aulia New","Pak itu tahun berapa meletusnya 🙏🙏🙏"
"bayu karim","Tempat yang nyaman buat menikmati alam"
"Nanang Anan","kita perlu banyak belajar tentang kearifan merapi"
"ya like jazz","I can't fit all these on my paper"
"Sofyanna Widiasri","Berguna"
"Tri Haryanti","Wisata yang menarik"
"Wildan Maulana","Gunung yang selalu berdiri gagah"
"Dian Tri Y.","bagus, tapi saya takut kesini, takut tiba2 meletus, hahaha"
"Ismanto Cipto","Gunung paling aktif di Indonesia."
"abidin zainul","Wisata alam yg perlu di kunjungi"
"Rima Putri","gunung merapi ini sangat cantik"
"Sri Suwantibagus","Bagus mantap buat kenangan"
"Erna Setyawati","Gunung  merapi  akan meletus"
"PingAn Chen","letusan freatik 2018 pertama 11 Mei 2018.."
"Wartono","Merupakan gunung teraktif didunia"
"Ahmad Dzuli","Gunung berapi yang cukup aktif, yaitu merapi"
"Pur Wianto","🗻👍"
"Dongeng Anak","Gunung berapi yg msh aktif"
"Prayit Prarista","Karena tempatya bagus dan sejuk asri"
"Nafa Widi","semua bagus"
"Nu Eink","Back to nature and alot of history"
"Nanda","Pemandangan Merapi bagus"
"Rachmadhy Eka Pratama","Keindahan alam yang sangat luar biasa!"
"Tri Rifai Daryono","Merapi tempat ku melepaskan kejenuhan"
"Siti Ningsih","Kenapa yg foto nggak sekalian nyebur"
"wisnu nugroho","Gunung yg sangat aktif"
"Ida Liana Chanel","Menarikkk"
"TAKODE","Nice area for adventures....so nature..."
"Iwan Purnama","I like this place"
"Sisir Rambut","Sangat indah ciptaaan yg maha kuasa😍😍😍😍😍"
"Azzam Sugianto","Ok bgt"
"Juwardi Juwardi","Wow"
"Hasan Ang","Gunung ini geli banget"
"Chanel monella motor by edybngkel","Tertutup mndung putih"
"Nabila_ P","Pengen pergi ke gunung merapi tapi kapan"
"Erik Kurn","HEBATTTT"
"Widyatama","⛰️👌"
"A.Y. 72.91","Salah satu Gunung terindah di Indonesia 👍"
"Muhammad Ghazali","Pengen bisa mendaki kesini"
"Aqilla Shanum","Pemandangannya begitu indah...."
"Kinanti Putrina Alevy","fun!"
"adam fadillah","Mantep pemandangan"
"Db Setyo Channel","🤲"
"Lek Genjel","Bagus..."
"Suyono Kettek","Randubelatung"
"Joni Alexander","Kapan meletus kentut nya patrick?"
"Vavetor","Pingin ke sini lagi ⛺"
"School Is Chool","Very cool"
"Klt","Sisa akibat erupsi gunung merapi"
"Hyacintha Dian Tatiwi","Great place"
"Brian Rayanki","One of most active volcano mount in the world 👍"
"Ratna Mita R","Viewnya bagus bgt"
"Cahya Hidayat","Dr jauhh"
"Tobias Boseniuk","Eruption on weekday. Should have resceduled."
"Purwaditya Yuwana","Pemandangan indah dan udara yang sejuk"
"RIDWAN CH","Indah..."
"Wawan Wijaya","Utamakan safety ketika muncak .. 🙏"
"Marno Marno","Tempat nya bagus.ademm."
"Hikma Fathaby","GOING OFF ROAD WITH YOUR TEAM WILL BE AMAZING!"
"Lody S","Gunung yang paling aktif di Indonesia."
"Lewis Indonesia","Lewis Gn Merapi / Indonesia 🇮🇩"
"Airaginrin channel","Tidak membosankan mengunjungi tempat ini"
"JR Vintage And Art - Malang","Acara Gathering kantor"
"Yopie","Satu diantara tujuan wisata jogja"
"Safari Darmaraya","gunung merapi yang penuh keberkahan"
"Surya Dharma","View nya asik bngt"
"Joseph Al Rifal Zein","Luar biasa"
"Erik Glanspen","Its So Tall And The  Worst Eruption Was In 5 November 2010"
"pratama fathan","Wisata yang asik ..."
"Rahman Hamid","Eyang Sunan Merapi🙏🙏🙏"
"Dharmawan Adi Saputra","nice montain..."
"Ulum Khoirul92","Gunung yang menyimpan misteri, namun indah..."
"ian alves","Gunung yg penuh misteri 😂"
"Harsri Widhi","pingin muncak apa daya tuek"
"Surya Laongmanee","Pingin kesana berkelana lagi"
"Phoer cuy","Sejuk nyaman keren"
"satria bagas","Pemandangan indah gunung merapi"
"reng madureh tulen","Top"
"M A","Bagus"
"Daos Asnaf senjaya","Offroad.  ,,,"
"Putu Ayu Puspitawati","semoga semuanya baik2 saja"
"Kyaarey`","Keren"
"sushii motto","2008, 2010, 2011, 2012 pernah ksini"
"Obit","Wah pemandanganya luar biasa"
"Asyam ciremai ekpreees asyam ciremai ekpreees Raka","Kaya-kaya Bagus memandang bagus"
"Hadi Sumarsono","Mantap"
"Hatma Inggil Muharsaka","Wow"
"Gi Nah","Kayak nya bagus"
"Fatur Rohman","Subhanallah... Indah sekali."
"Shubham Gaikwad","the most beautiful place"
"Romadhoni Sido mulyo","Sip"
"Arif Maulana","mantap"
"Rois Ardha","Dalam situsi siaga,,,"
"Muhammad Abdul Aziz","exstreem... amazing..."
"Eni Lutfiyah","Mantap"
"yanty efi","Yg"
"hasan spd","Keren"
"Hanif.m.a","Pokok e mantep dah"
"Angger Prasetyo","Becareful, safety first and respect the nature"
"Johan Widya","Pemandangan indah sekali"
"imam syafei","Report"
"Tatang Bintang","Ok"
"Habibur Rohman","Gunung berapi yang masih aktif"
"Masrur Ucil","Merapi"
"BIRO JASA PUTRA DAERAH","Baik dn nangus"
"Rajib Mubarokseja","Good"
"Yaji (Unk)","Indah nya merapi"
"Zafira Tatiana","Bagus"
"Kinan Putri","Gunung"
"Arvianeutron","gunung merapi bersejarah"
"M.Bagus Nugroho","Xixixixix"
"Sarah Saroh","Adelia"
"Melsa Mita","Mantappp"
"Zulkifli Zul","Keren"
"Afli Alfi","Awesome"
"anton susila","Ok"
"kuroxkunz","WaAW Bagus Loh"
"A'im Makarim","Joss"
"pang Hway Sheng","Mount merapi explor 2010-11-4"
"Edy Si Bolang","Amazing......kuasa Allah"
"Cak Rizal","great volcano mountain in java"
"Junaedi Nedi","Saya belum lihat dari dkt"
"MsAnton Vlog","love tryp"
"Hezkialrusd Mu'taz","What a beautiful place"
"Sartje Lasabuda","Mantul mantap betul"
"Alfindo karna junior","Buat Hiking mantap"
"Cah Tiyono","Volcano"
"Asri Dwi","Pengen kesana🤗"
"mila riza","Horor tapi bagus"
"Arthurism","Sangat bagus 👍"
"Ilham Adzaky","Beautiful mountain in java"
"Fahry Adam","Gunung yang Aktif di Pulau Jawa ,"
"Imam Fahmi","😍😍"
"D' Santos","Mantap..."
"Zaidan Nn","Merapi sangat besar"
"Manja elmanan","Disini dingin banget"
"bang H","view kereen"
"Rismakirana312","😍😍😍😍"
"Muktiono Nugroho","Nikmat dingin"
"panji route","Ini tempatnya jelek."
"Rully Henridyan","Gagah !!!"
"Yohanes Meindra","Indahnya gunung"
"Q-PAZZ sawangan magelang","1 juni 2018"
"Arcia Clawrence","Beautiful mountain ⛰"
"Christopher Joshia S","Good."
"Dhruv Gorai 5","Because its so incredible"
"Dimas Mukti","Mantap"
"Ardita Indah W","Hometown. I'll be back"
"Darul Husni","Hebat"
"Rohman Soleh","Huhuhu"
"Dian Chandra","Oke"
"Cipto Roso","sejuk"
"Nurita Ar","Aku"
"Sheb","Bagus"
"Nur Fitriyanto","Gunung merapi"
"Husin Usin","Yesss"
"Wid Y","Gunung agung merapi 😍😍😍😍😍"
"Jais Zainal","itu vesuvius ke"
"agnes budisantoso","suka sedikit"
"juli handiani","The best..."
"Anugrah Wahyu Aryadi","Nice"
"Dwi Arif Wibowo","Gunung aktif"
"Edi Suwito","Wawww indah"
"ADRYAN NATHANAEL","Down to earth"
"Anas Yanuar","Good place"
"Anton ari bowo","I like this...!!!!"
"McCampret Lammergeier","VOLCANOOOOO!"
"Serkan ÖZDEMİR","Patlamadan bir gün sonra gittik. Ciddi bir duman bulutu olsa da burada bulunma duygusu çok güzeldi. Bölge halkı çok daha yakına gidebilse de biz en fazla 3 km kadar yakınına girebildik. Yogyakarta’ya geldiğinizde mutlaka görmeniz gerekenler listesine koymalısınız."
"Sam Wilson","War nichts besonderes. Man kann nicht an den Vulkan ran, man darf lediglich aus 4km Entfernung darauf schauen.
Eigentlich wollten wir eine Jeep Tour machen, aber die sahen alle wirklich schrecklich aus, deswegen haben wir es sein lassen.
Auch alle Anbietet machen das gleiche.
Ich würde nicht nochmal dorthin gehen."
"Auralieya Zaabar","Masih utuh.. masih aktif...

Suasana cantik dan damai tp tinggalkan BYK peristiwa sedih dan menyayat hati...

Bersyukurlah bagi yg masih selamat.."
"Bella G","多云的话看不见火山🌋，只能坐jeep听一下景点，猫头鹰🦉挺可爱的"
"Katarzyna Kapuścińska","Dojazd do samego wejścia jest stromy i wiedzie przez urokliwe wioski. Przy wejściu można zjeść lub się napić. Jest taras widokowy na 3 sąsiadujące góry. Jednak ze względu na to że wulkan jest aktywny jest zakaz wspinaczki. Nawet jeśli spróbujecie zobaczy was jedna z dziesiątek pracujących na polach tabaki osób lub w pewnym momencie zatrzyma was policja i da mandat bo są kamery. Polecam porozmawiać z osobami pracującymi w restauracji lub ochrona czy mogliby was zaprowadzić inna droga wyżej."
"Cyndy nguyễn","Merapi là một ngọn núi lửa lớn và nó vẫn hoạt động đến ngày nay. Tháng 6/2018 nó vừa phun một loạt khí bụi🙄🙄🙄. May là mình đến được đến thăm quan. Đường đến merapi khá xa. Cách trung tâm Yogyakarta tầm 30km. Ngày mình đến thì trời nhiều mây nên chẳng thể nhìn thấy miệng của iem nó. Đành dứng từ xa chụp choẹt. Ngoài ra đến đây phải thuê xe jeep để đi lại thăm quan các điểm ở đây. Đường đi khá xóc và bụi😪😪😪. Nói chung là đi merapi hơi tốn xiền😂😂😂😂."
"world Shot (world_shot)","Super randonnée sur les pentes du volcan avec guide local. Attention le volcan est actif mieux vaut prendre le guide pour la journée. Randonnée moyenne mais pas trop difficile accessible à tous si bonne forme. À faire si vous êtes dans le coin"
"Alberto Mateos","Recomendable si visitas la isla de Java, en pleno cinturón de fuego. Puede parecer una “turistada”, pero es una gran experiencia recorrer los alrededores del volcán de Merapi en un jeep 4x4, especialmente si vas con amigos. Te llevarán a visitar una especie de “museo” que guarda algunos de los objetos dañados por el volcán. También se puede visitar un búnker para protegerse del volcán. Fue un auténtico drama y todavía hoy guardan respeto a lo que sucedió, pues murieron cientos de personas."
"ミスターアパッチ","ジープツアーに参加して山の景色や過去の火山の被災した村の跡を巡ることができます。
2時間で約2500円。
何人かで行くとそのぶん一人あたりの単価がやすくなりますね。
ただレンタルバイクで来た場合、ジープツアーに参加しなくても個人的に火山の被災した様子や博物館など見に行くことができます。
多少凸凹した道ですが現地の人はバイクで通ってますので経済的に観光したい場合はGoogleマップで行きましょう。
今回はジープツアーに参加して行きました。
運転は迫力がありましたよ。
おすすめします。"
"Mikel Martinez","Yogiyakartatik egon ezkero egin beharreko irteera, oso ibilaldi politxa eta kriston bistak! Si estas por Yogiyakarta, es una excursion que no se te olvidara! Precioso volcan y preciosas vistas."
"Oleg Rosenfeld","Красивый активный вулкан"
"Вячеслав Скоробогатий","Он невероятен и силен. Интереснее всего брать джипы, на них и ехать."
"Víctor Melo","Un Volcán impresionante. Imprescindible para amantes de volcanes. No te pierdas el Museo de la erupción. Muy didáctico."
"Сергей Филин","Вулкан самый активный на Яве и официальны подъем на него закрыт два года назад. Тропы в гору контролируются полицией и рейнждерами. По словам местных на тропе установлены камеры видеонаблюдения и они туда не ходят так как не хотят проблем с законом. Расспросы местных жителей о возможности нелегального прохода на гору не нашли отклика и понимания. Максимум что мы смогли узнать, это то что могут довести до точки саванна 3. То есть до зоны где заканчивается растительность и начинается камень. Как вариант все предлагают подняться на соседний вулкан Мербабу, но на его вершине нет кратера. На фотографиях извержение вулкана 3 марта 2020 года. Началось примерно в 5:30 утра, а закончилось около 6:00 утра"
"parker peter","므라피 지프투어 했는데 무조건 해보세요. 최고였습니다.
너무 좋았어요. 또 가고 싶습니다.
사실 볼 거리가 아주 많은 것은 아닌데. 경치를 보며 액티비티를 한다는 것 자체가 너무 재미있었습니다.
갑작스럽게 많이 내린 소나기도 맞으면서 히히덕거리고 너무 좋은 추억입니다. 꼭 지프투어 해보시고, 벙커도 구경해보세요."
"小資本家","2023年3月11日
印尼國家災害應變相關機構表示，日惹特區首府的梅拉比火山於11日中午噴發，形成高達7公里的熱雲，場面相當震撼，可以觀察到1.5公里的熔岩流，當局呼籲鄰近火山的社區居民，勿在距離火山口半徑3到7公里的危險區域活動。監測站官員表示，若範圍進一步擴大，涵蓋超過7公里，可能會建議居民撤離。"
"Elmar Zipf","Ich war 1993 oben auf dem Vulkan wir sind abends 19 ihr los und ware am Morgen 4 Uhr oben am Krater Rand um denn Sonnenaufgang 🌄 zu schauen es war überwältigend man hat sicht auf denn Nachbarn Vulkan der etwa gleichen größe hatten zuerst wollte ich die letzte 500 Meter nicht mehr weiter weile nur noch Lose Steiner waren und man konnte abrutschen mehrere hundert Meter meine Gruppe lief weiter und ich fing an zu  frieren die zweite Gruppe nahm mich dan mit nach oben trotzdem würde ich es nicht normal machen es war zu gefährlich mit dem Geröll da oben ☝"
"Олег Мориарти","Красиво, но забраться долго и сложно"
"Ari budijanto","Pasar Bubrah (pos pancar pengawas aktifitas gunung merapi)"
"TNK369 T","ไม่รู้จะพูดยังงัยชอบตลอดเส้นทางครับ"
"Rafael “Usopp” Lafont","Un très beau volcan, des jeeps nous conduisent au sommet, de magnifiques panorama avec des carrières et le célèbre rocher visage. Un musée ""malsain"" mais très intéressant sur l'éruption de 2010. Il propose d'autres activités sans rapport avec le volcan."
"Misuro Anwari","Ciptaan Allah yang memberikan banyak hikmah, peringatan dan pelajaran. Allah maha kuasa atas segala sesuatu. Manusia sebagai makhluq berakal dan diberi kemampuan lebih disbanding makhluq lainnya, wajib bersyukur dan jangan sombong. Peristiwa gunung meletus seyogyanya bias kita jadikan peringatan dan bisa mengambil hikmah atas kejadian tersebut."
"bmgagent agent","Asal mula nama gunung #Merapi adalah Candrageni. Nama #Candrageni dirubah oleh Prabu #Kusumawicitra atau yang bergelar Prabu #Ajipamasa. Perubahan nama itu terjadi pada tahun 919 Saka atau 947 Masehi. Inilah asal usul nama #Merapi versi #Ranggawarsito.
Sejarah tidak banyak merekam nama Prabu #Kusumawicitra,Prabu Kusumawicitra sendiri dipercaya sebagai raja dari Kerajaan di #Mamenang ( Kerajaan #Pengging )"
"SATU SHINE OM","정상으로 등산하는 코스 말고 jeep tour는 많이 실망할것임. 시간과 돈이 아까움. 그냥 허접한 비포장 달리고 고여 있는 물에 물 튀기며 지나가는 2시간30분 코스가 550,000루피아. 돈보단 시간이 더 아깝다."
"mikemike","sangat tidak rekomen, kalo pas meledak sangat meresahkan"
"Yoko Apexz","Merapi tak pernah ingkar janji"
"Setto Bledhug Purwanto","Salah satu Maha Karya Sang Hyang Tunggal Gusti Allah
Anggun indah tiada tara
Lalu Nikmat mana lagi yang engkau dustakan"
"Sonja Winkler","Zu dem Thema des Merapis🌋mussten wir eine Schulpräsentation machen. Sehr interessant. Aber wieso leben da so viele Einwohner, wenn er doch aktiv ist🤔?"
"Bonciso","Gunung aktif kanthi pemandangan ingkang endah.Kathah pendaki saben dintenipun utaminipun akhir pekan nopo maleh Pitulasan lan taun enggal."
"Malikush","Merapi tak pernah ingkar janji"
"ксения корень","Вулкан мерапи самый опасный вулкан в Индонезиии находится в центре Явы - Ява это остров. Рассказ об этом вукане для двоечников 🌋 мерапи находится в центре Явы в Индонезии. Этот вулкан действующий,опасный и активный. Его высота 2914 метров. Так точно получите пятерку по географии в 5-6 классе."
"Abu Fahad","‏ثوران بركانين في إندونيسيا ولا تقارير عن سقوط ضحايا

ثار بركانان في جزيرتين منفصلتين في إندونيسيا، اليوم الثلاثاء، 2021/3/2
ما تسبب في ارتفاع الرماد إلى السماء والمواد البركانية الساخنة على منحدراتهما.

‏وأطلق جبل سينابونج في جزيرة سومطرة عموداً من الرماد بلغ ارتفاعه 5000 متر في الهواء وقذف تدفقات الحمم البركانية، وهي مزيج ساخن وسريع الحركة من الغاز والصخور المنصهرة، أسفل منحدراته، وفقاً لمركز أبحاث الكوارث الجيولوجية في البلاد.
‏وواصل جبل ميرابي بوسط جزيرة جاوة نشاطه البركاني، حيث قذف بتدفقات من الحمم البركانية على بعد 2 كم تقريباً أسفل المنحدر الجنوبي الغربي، وفقا ًللوكالة.
ولم ترِد تقارير فورية عن سقوط ضحايا جراء ثوران أيٍّ من البركانين.
‏ويثور جبل سينابونج بشكل متقطع منذ سنوات. ولقي 9 قرويين حتفهم بسبب مواد بركانية ساخنة في عام 2016
‏يُذكر أن إندونيسيا تقع على منطقة الحزام الناري في المحيط الهادئ، وهي منطقة معروفة بالاضطرابات الزلزالية، وتضم نحو 128 بركاناً نشطاً."
"Ana Martínez","Ojo! Nos llevaron al supuesto volcan Merapi, nos montaron en unos geeps y nos hicieron una ruta que se pasaba por un rio, y veias el volcan. El volcan jamas lo vimos. Lo del rio era un paripe al lado de un puente. Y 450.000 rupias por geep.30€.  Lo pasamos bien eso si. Una gringada (turistada) muy divertida."
"Di Zhang","面对墨拉皮火山，我只有敬畏不敢登顶，远远观望"
"Frank Rijksen","Actieve vulkaan...super leuke dag en daarna crossen 😀"
"suara merdu","Ciptaan Allah memang indah"
"Mis mawati","Innalilahi wainnailaihi Raji'un gunung Merapi meletus lagi"
"Saijo Nishi","Gunung Merapi...
Pemandangan yang indah dan bagus...
美しい景色と素敵な場所、行きたいなあ、、、"
"Usy 123","Paling apik dolan neng selo ambi jujug genteng tengah bengi,, ra ketang neng kono bar adus terus dadi es batu wkwkwwkkwwkkk"
"Ibnil Amim","Merapi tak pernah ingkar janji"
"Alif Yk","Apik tnn"
"h baabbad","ربي يحفظكم، البركان ثائر هاليومين. كتبتها في ٢٠٢٣مارس١٣، ١٤٤٤شعبان٢١"
"Mini Panggiring","Sore sedulur ku Kabeh apikk nek Kowe Rene nek pagi opo sore neng Klangon opo neng gonku Permatasari Chanel"
"Gunawan Sulistyo","Gunung yang mempunyai sejarah unik dan luar biasa"
"muhammad sulistio raharjo","Merapi yang tak pernah ingkar janji, view Merbabu sama lautan awan nya keren pas di pasar Bubrah"
"Trisno S","tempat yang sangat indah dan sejuk"
"azizul dzikri","trek yang mantap jiwa ,dan pasar bubrah yang telah memberikan kesan dan pengalaman"
"อําภา เดชพรมรัมย์","ภูเขาไฟโลกนี้แ***โคตรบ้างแล้วก็แถมยังเล็กด้วยแต่ผมสงสัยเดียวแตกได้ยังไง"
"Ploscaru Valerica","Mi-as dori sa duc ofrande la templu, sa cunosc tehnicile terapeutice si obiectele care le-aș vedea,atinge ...
pentru a-mi recupera SINELE."
"Muhammad Wildan Mubarok","Hawa yang sejuk disertai dengan pemandangan yang indah☺"
"Bagus Sulistiono","Mahaguru Merapi yang tak pernah ingkar janji"
"Dian Purnama","Enak suasana alam msh asri udara sejuk"
"Shafiq Shafiq","Tempat yg sangat menarik"
"Ilyas Mahfud","Negeri di atas awan😍"
"Elvira Sánchez","Sin lugar a dudas genial,los volcanes son bellos como peligrosos."
"Rub Andi","keangkuhan dan kesombongan tiada apa2nya di alam"
"Ulrich Raoul","Un beau lieu et avec des plaines , mais un volcan très chaude et souvent actif"
